x,y,z
96.923,20.155,0.4961027
96.923,20.16,0.4962552
96.923,20.165,0.4961637
96.923,20.17,0.4959197
96.923,20.175,0.4960625
96.923,20.18,0.4957368
96.923,20.185,0.4958714
96.923,20.19,0.4956728
96.923,20.195,0.4956512
96.923,20.2,0.4954318
96.923,20.205,0.4955731
96.923,20.21,0.4953403
96.923,20.215,0.4953932
96.923,20.22,0.4952511
96.923,20.225,0.495527
96.923,20.23,0.4953411
96.923,20.235,0.4953708
96.923,20.24,0.4952793
96.923,20.245,0.495408
96.923,20.25,0.4950628
96.923,20.255,0.4953396
96.923,20.26,0.4952184
96.923,20.265,0.4952702
96.923,20.27,0.4950354
96.923,20.275,0.4950476
96.923,20.28,0.4949424
96.923,20.285,0.4950748
96.923,20.29,0.4949149
96.923,20.295,0.4949052
96.923,20.3,0.4946085
96.923,20.305,0.4949974
96.923,20.31,0.4945192
96.923,20.315,0.494868
96.923,20.32,0.4943645
96.923,20.325,0.4947312
96.923,20.33,0.4942425
96.923,20.335,0.4945534
96.923,20.34,0.494726
96.923,20.345,0.4944136
96.923,20.35,0.4942492
96.923,20.355,0.4943035
96.923,20.36,0.4941629
96.923,20.365,0.4946865
96.923,20.37,0.4942351
96.923,20.375,0.4945177
96.923,20.38,0.494244
96.923,20.385,0.4939963
96.928,20.02,0.4948161
96.928,20.025,0.4947096
96.928,20.03,0.4962995
96.928,20.035,0.4964642
96.928,20.04,0.4970049
96.928,20.045,0.4970815
96.928,20.05,0.4969283
96.928,20.055,0.4968056
96.928,20.06,0.4969833
96.928,20.065,0.4968383
96.928,20.07,0.4967431
96.928,20.075,0.496842
96.928,20.08,0.4965906
96.928,20.085,0.4968785
96.928,20.09,0.4965892
96.928,20.095,0.4969023
96.928,20.1,0.4966412
96.928,20.105,0.4962552
96.928,20.11,0.4962537
96.928,20.115,0.4963236
96.928,20.12,0.4962704
96.928,20.125,0.4964724
96.928,20.13,0.4962857
96.928,20.135,0.4963013
96.928,20.14,0.4962344
96.928,20.145,0.4962775
96.928,20.15,0.4962712
96.928,20.155,0.4961979
96.928,20.16,0.4962617
96.928,20.165,0.4961094
96.928,20.17,0.4959938
96.928,20.175,0.4961101
96.928,20.18,0.4957695
96.928,20.185,0.4959145
96.928,20.19,0.4957411
96.928,20.195,0.495742
96.928,20.2,0.4955173
96.928,20.205,0.4957092
96.928,20.21,0.4954667
96.928,20.215,0.4955798
96.928,20.22,0.4952685
96.928,20.225,0.4955538
96.928,20.23,0.4954158
96.928,20.235,0.4954364
96.928,20.24,0.4953002
96.928,20.245,0.4955553
96.928,20.25,0.4952126
96.928,20.255,0.4955494
96.928,20.26,0.4952831
96.928,20.265,0.4952184
96.928,20.27,0.4951806
96.928,20.275,0.4950703
96.928,20.28,0.495016
96.928,20.285,0.4951098
96.928,20.29,0.4950049
96.928,20.295,0.4950153
96.928,20.3,0.4946694
96.928,20.305,0.4950413
96.928,20.31,0.4945742
96.928,20.315,0.4948338
96.928,20.32,0.494395
96.928,20.325,0.4948219
96.928,20.33,0.4942897
96.928,20.335,0.4947
96.928,20.34,0.4947483
96.928,20.345,0.4945229
96.928,20.35,0.4943776
96.928,20.355,0.4943734
96.928,20.36,0.4943005
96.928,20.365,0.4946761
96.928,20.37,0.4942842
96.928,20.375,0.4945846
96.928,20.38,0.4943035
96.928,20.385,0.4942411
96.933,20.02,0.4949365
96.933,20.025,0.4948145
96.933,20.03,0.4960395
96.933,20.035,0.4966605
96.933,20.04,0.4970481
96.933,20.045,0.4971559
96.933,20.05,0.4969871
96.933,20.055,0.4969722
96.933,20.06,0.4970481
96.933,20.065,0.4969313
96.933,20.07,0.4968607
96.933,20.075,0.4968859
96.933,20.08,0.496717
96.933,20.085,0.4970049
96.933,20.09,0.496648
96.933,20.095,0.4968963
96.933,20.1,0.4967074
96.933,20.105,0.4963655
96.933,20.11,0.4963467
96.933,20.115,0.4964478
96.933,20.12,0.4964642
96.933,20.125,0.4965639
96.933,20.13,0.4963977
96.933,20.135,0.4964381
96.933,20.14,0.49629
96.933,20.145,0.496367
96.933,20.15,0.4963772
96.933,20.155,0.4962165
96.933,20.16,0.496396
96.933,20.165,0.4961949
96.933,20.17,0.4960417
96.933,20.175,0.4961429
96.933,20.18,0.4958762
96.933,20.185,0.4959941
96.933,20.19,0.4957905
96.933,20.195,0.4958101
96.933,20.2,0.495699
96.933,20.205,0.4958145
96.933,20.21,0.4956003
96.933,20.215,0.4957244
96.933,20.22,0.4952866
96.933,20.225,0.4956401
96.933,20.23,0.4955233
96.933,20.235,0.4955596
96.933,20.24,0.4953403
96.933,20.245,0.4956906
96.933,20.25,0.4953033
96.933,20.255,0.4956036
96.933,20.26,0.4952533
96.933,20.265,0.4952793
96.933,20.27,0.4952111
96.933,20.275,0.4951626
96.933,20.28,0.495018
96.933,20.285,0.4951697
96.933,20.29,0.4950608
96.933,20.295,0.4950659
96.933,20.3,0.4947304
96.933,20.305,0.4951068
96.933,20.31,0.4946694
96.933,20.315,0.4949023
96.933,20.32,0.494517
96.933,20.325,0.4949134
96.933,20.33,0.4944197
96.933,20.335,0.494839
96.933,20.34,0.4948524
96.933,20.345,0.4946538
96.933,20.35,0.4945344
96.933,20.355,0.4944136
96.933,20.36,0.494363
96.933,20.365,0.4947
96.933,20.37,0.4943127
96.933,20.375,0.4946085
96.933,20.38,0.4943253
96.933,20.385,0.494372
96.938,20.02,0.4950517
96.938,20.025,0.4949287
96.938,20.03,0.4964686
96.938,20.035,0.4967852
96.938,20.04,0.4971775
96.938,20.045,0.4972572
96.938,20.05,0.4970384
96.938,20.055,0.4970372
96.938,20.06,0.4970945
96.938,20.065,0.4969566
96.938,20.07,0.4968651
96.938,20.075,0.4969871
96.938,20.08,0.4967855
96.938,20.085,0.4969871
96.938,20.09,0.4966762
96.938,20.095,0.4970524
96.938,20.1,0.4966747
96.938,20.105,0.4964701
96.938,20.11,0.4963995
96.938,20.115,0.4965355
96.938,20.12,0.49655
96.938,20.125,0.4966806
96.938,20.13,0.4964077
96.938,20.135,0.4965013
96.938,20.14,0.4962775
96.938,20.145,0.4964166
96.938,20.15,0.4964761
96.938,20.155,0.4963213
96.938,20.16,0.4964142
96.938,20.165,0.4962552
96.938,20.17,0.4960291
96.938,20.175,0.496163
96.938,20.18,0.4959197
96.938,20.185,0.4960722
96.938,20.19,0.4958082
96.938,20.195,0.4958892
96.938,20.2,0.4957732
96.938,20.205,0.4959488
96.938,20.21,0.495742
96.938,20.215,0.4957978
96.938,20.22,0.4952852
96.938,20.225,0.4957368
96.938,20.23,0.4956148
96.938,20.235,0.4956453
96.938,20.24,0.4954065
96.938,20.245,0.4957905
96.938,20.25,0.4953032
96.938,20.255,0.4956453
96.938,20.26,0.4953178
96.938,20.265,0.4954013
96.938,20.27,0.4952234
96.938,20.275,0.4952489
96.938,20.28,0.4950049
96.938,20.285,0.4952496
96.938,20.29,0.4951269
96.938,20.295,0.4951581
96.938,20.3,0.4948219
96.938,20.305,0.4951617
96.938,20.31,0.4947505
96.938,20.315,0.4950586
96.938,20.32,0.4946159
96.938,20.325,0.4949933
96.938,20.33,0.4945058
96.938,20.335,0.4949134
96.938,20.34,0.4949744
96.938,20.345,0.4948103
96.938,20.35,0.4946025
96.938,20.355,0.4945162
96.938,20.36,0.4944255
96.938,20.365,0.4947326
96.938,20.37,0.494392
96.938,20.375,0.4946932
96.938,20.38,0.4944277
96.938,20.385,0.4943892
96.943,20.02,0.4951361
96.943,20.025,0.4951182
96.943,20.03,0.4967315
96.943,20.035,0.49681
96.943,20.04,0.497292
96.943,20.045,0.497353
96.943,20.05,0.4970101
96.943,20.055,0.4971918
96.943,20.06,0.4972484
96.943,20.065,0.4970176
96.943,20.07,0.4969195
96.943,20.075,0.4970942
96.943,20.08,0.4968891
96.943,20.085,0.4970971
96.943,20.09,0.4967242
96.943,20.095,0.4971831
96.943,20.1,0.4967048
96.943,20.105,0.4965601
96.943,20.11,0.4964508
96.943,20.115,0.4966211
96.943,20.12,0.4966865
96.943,20.125,0.4967736
96.943,20.13,0.4964665
96.943,20.135,0.4965296
96.943,20.14,0.496306
96.943,20.145,0.4965601
96.943,20.15,0.4965698
96.943,20.155,0.4963675
96.943,20.16,0.49642
96.943,20.165,0.4963563
96.943,20.17,0.4960529
96.943,20.175,0.4962366
96.943,20.18,0.4959807
96.943,20.185,0.4960893
96.943,20.19,0.4958646
96.943,20.195,0.4959981
96.943,20.2,0.4958892
96.943,20.205,0.4960826
96.943,20.21,0.4958588
96.943,20.215,0.4959931
96.943,20.22,0.4954057
96.943,20.225,0.4957197
96.943,20.23,0.4956549
96.943,20.235,0.4957796
96.943,20.24,0.4954972
96.943,20.245,0.4957978
96.943,20.25,0.4953941
96.943,20.255,0.4957308
96.943,20.26,0.4953403
96.943,20.265,0.4954765
96.943,20.27,0.4952619
96.943,20.275,0.4953225
96.943,20.28,0.4951191
96.943,20.285,0.4953232
96.943,20.29,0.4951472
96.943,20.295,0.4951878
96.943,20.3,0.4948574
96.943,20.305,0.4952801
96.943,20.31,0.4949025
96.943,20.315,0.494958
96.943,20.32,0.4947159
96.943,20.325,0.495153
96.943,20.33,0.494631
96.943,20.335,0.4950049
96.943,20.34,0.4950608
96.943,20.345,0.4948621
96.943,20.35,0.4946791
96.943,20.355,0.494517
96.943,20.36,0.4944716
96.943,20.365,0.494806
96.943,20.37,0.4943964
96.943,20.375,0.4946847
96.943,20.38,0.4944763
96.943,20.385,0.4944255
96.948,20.02,0.4952191
96.948,20.025,0.4952779
96.948,20.03,0.4966956
96.948,20.035,0.4968495
96.948,20.04,0.4971523
96.948,20.045,0.4974067
96.948,20.05,0.4971523
96.948,20.055,0.4973907
96.948,20.06,0.4973544
96.948,20.065,0.4970481
96.948,20.07,0.4970531
96.948,20.075,0.4971091
96.948,20.08,0.4969849
96.948,20.085,0.4971157
96.948,20.09,0.4967213
96.948,20.095,0.4971933
96.948,20.1,0.4967431
96.948,20.105,0.4965906
96.948,20.11,0.4965048
96.948,20.115,0.4967372
96.948,20.12,0.4966908
96.948,20.125,0.4968041
96.948,20.13,0.4965325
96.948,20.135,0.496616
96.948,20.14,0.4964091
96.948,20.145,0.4966762
96.948,20.15,0.4966225
96.948,20.155,0.4964962
96.948,20.16,0.4964686
96.948,20.165,0.4963859
96.948,20.17,0.4961665
96.948,20.175,0.4963652
96.948,20.18,0.4960488
96.948,20.185,0.4961563
96.948,20.19,0.4959821
96.948,20.195,0.4961176
96.948,20.2,0.496004
96.948,20.205,0.4960722
96.948,20.21,0.4958892
96.948,20.215,0.4960603
96.948,20.22,0.495519
96.948,20.225,0.4957063
96.948,20.23,0.4957041
96.948,20.235,0.4958471
96.948,20.24,0.4956104
96.948,20.245,0.4957978
96.948,20.25,0.4955538
96.948,20.255,0.4957554
96.948,20.26,0.4954318
96.948,20.265,0.4954928
96.948,20.27,0.4953999
96.948,20.275,0.4954013
96.948,20.28,0.4951878
96.948,20.285,0.4953657
96.948,20.29,0.4952184
96.948,20.295,0.4951574
96.948,20.3,0.4949773
96.948,20.305,0.495365
96.948,20.31,0.4949766
96.948,20.315,0.4951194
96.948,20.32,0.4948771
96.948,20.325,0.4951878
96.948,20.33,0.4948276
96.948,20.335,0.4950049
96.948,20.34,0.4951508
96.948,20.345,0.494897
96.948,20.35,0.4947914
96.948,20.355,0.4946041
96.948,20.36,0.4945235
96.948,20.365,0.4948756
96.948,20.37,0.4945439
96.948,20.375,0.4947798
96.948,20.38,0.4946085
96.948,20.385,0.4944444
96.953,20.02,0.4953098
96.953,20.025,0.4953512
96.953,20.03,0.4967509
96.953,20.035,0.496929
96.953,20.04,0.4973181
96.953,20.045,0.4974445
96.953,20.05,0.4972757
96.953,20.055,0.4974205
96.953,20.06,0.4974684
96.953,20.065,0.4971628
96.953,20.07,0.4971091
96.953,20.075,0.4971606
96.953,20.08,0.4969566
96.953,20.085,0.4971091
96.953,20.09,0.4969466
96.953,20.095,0.4972136
96.953,20.1,0.496778
96.953,20.105,0.4966966
96.953,20.11,0.4966247
96.953,20.115,0.4967387
96.953,20.12,0.4968041
96.953,20.125,0.4967983
96.953,20.13,0.4967126
96.953,20.135,0.4966661
96.953,20.14,0.4964933
96.953,20.145,0.49673
96.953,20.15,0.4966676
96.953,20.155,0.4965906
96.953,20.16,0.4965093
96.953,20.165,0.496428
96.953,20.17,0.4962871
96.953,20.175,0.4963714
96.953,20.18,0.4962183
96.953,20.185,0.4961637
96.953,20.19,0.4960786
96.953,20.195,0.4962247
96.953,20.2,0.4960853
96.953,20.205,0.4961027
96.953,20.21,0.4959992
96.953,20.215,0.4961085
96.953,20.22,0.4956148
96.953,20.225,0.4958747
96.953,20.23,0.4957854
96.953,20.235,0.4959566
96.953,20.24,0.4957266
96.953,20.245,0.4957907
96.953,20.25,0.4956453
96.953,20.255,0.4957978
96.953,20.26,0.4955117
96.953,20.265,0.4955538
96.953,20.27,0.4954318
96.953,20.275,0.4954013
96.953,20.28,0.49532
96.953,20.285,0.4954623
96.953,20.29,0.4952297
96.953,20.295,0.4952489
96.953,20.3,0.4950818
96.953,20.305,0.4953004
96.953,20.31,0.4951347
96.953,20.315,0.4951574
96.953,20.32,0.4950739
96.953,20.325,0.4952038
96.953,20.33,0.4949085
96.953,20.335,0.4951269
96.953,20.34,0.4951697
96.953,20.345,0.4950267
96.953,20.35,0.494856
96.953,20.355,0.4946244
96.953,20.36,0.4945896
96.953,20.365,0.4948742
96.953,20.37,0.4945616
96.953,20.375,0.4947421
96.953,20.38,0.4946751
96.953,20.385,0.4944255
96.958,20.02,0.4953708
96.958,20.025,0.4953708
96.958,20.03,0.4968956
96.958,20.035,0.4970346
96.958,20.04,0.4972318
96.958,20.045,0.4974438
96.958,20.05,0.4973441
96.958,20.055,0.4976034
96.958,20.06,0.4974924
96.958,20.065,0.4971577
96.958,20.07,0.4971946
96.958,20.075,0.497119
96.958,20.08,0.4969261
96.958,20.085,0.4971225
96.958,20.09,0.4970481
96.958,20.095,0.497231
96.958,20.1,0.4968738
96.958,20.105,0.496841
96.958,20.11,0.4965964
96.958,20.115,0.4969232
96.958,20.12,0.4968825
96.958,20.125,0.4969126
96.958,20.13,0.4967881
96.958,20.135,0.4968289
96.958,20.14,0.496608
96.958,20.145,0.4968346
96.958,20.15,0.4966894
96.958,20.155,0.4966566
96.958,20.16,0.496656
96.958,20.165,0.496502
96.958,20.17,0.4963902
96.958,20.175,0.496412
96.958,20.18,0.4963467
96.958,20.185,0.4962029
96.958,20.19,0.4962165
96.958,20.195,0.4962247
96.958,20.2,0.4962944
96.958,20.205,0.4962105
96.958,20.21,0.4960722
96.958,20.215,0.4961637
96.958,20.22,0.4957694
96.958,20.225,0.4958646
96.958,20.23,0.4958696
96.958,20.235,0.4960453
96.958,20.24,0.4958239
96.958,20.245,0.4958602
96.958,20.25,0.4957716
96.958,20.255,0.4958515
96.958,20.26,0.4956191
96.958,20.265,0.4956453
96.958,20.27,0.495503
96.958,20.275,0.4954805
96.958,20.28,0.4954536
96.958,20.285,0.4955916
96.958,20.29,0.4953018
96.958,20.295,0.4953467
96.958,20.3,0.4952009
96.958,20.305,0.4952888
96.958,20.31,0.4952409
96.958,20.315,0.4952685
96.958,20.32,0.4951763
96.958,20.325,0.4952758
96.958,20.33,0.4950049
96.958,20.335,0.4952271
96.958,20.34,0.4951878
96.958,20.345,0.4949893
96.958,20.35,0.4949974
96.958,20.355,0.4947108
96.958,20.36,0.4946389
96.958,20.365,0.4948631
96.958,20.37,0.4947014
96.958,20.375,0.4948241
96.958,20.38,0.4948023
96.958,20.385,0.4945388
96.963,20.02,0.4954056
96.963,20.025,0.495405
96.963,20.03,0.4971026
96.963,20.035,0.4971069
96.963,20.04,0.4973417
96.963,20.045,0.4974554
96.963,20.05,0.4974285
96.963,20.055,0.4977247
96.963,20.06,0.4975622
96.963,20.065,0.4972005
96.963,20.07,0.497253
96.963,20.075,0.4971983
96.963,20.08,0.4970757
96.963,20.085,0.497255
96.963,20.09,0.49717
96.963,20.095,0.4972927
96.963,20.1,0.4968991
96.963,20.105,0.4970176
96.963,20.11,0.4966211
96.963,20.115,0.4969573
96.963,20.12,0.4969807
96.963,20.125,0.4969842
96.963,20.13,0.4969062
96.963,20.135,0.4969558
96.963,20.14,0.4966778
96.963,20.145,0.4969878
96.963,20.15,0.4967431
96.963,20.155,0.4968956
96.963,20.16,0.496719
96.963,20.165,0.4965884
96.963,20.17,0.4964723
96.963,20.175,0.4964977
96.963,20.18,0.4964686
96.963,20.185,0.4962857
96.963,20.19,0.4963488
96.963,20.195,0.496224
96.963,20.2,0.4963467
96.963,20.205,0.4962269
96.963,20.21,0.496168
96.963,20.215,0.4962522
96.963,20.22,0.4958616
96.963,20.225,0.4959197
96.963,20.23,0.4959091
96.963,20.235,0.4961913
96.963,20.24,0.495863
96.963,20.245,0.4958892
96.963,20.25,0.4958282
96.963,20.255,0.4959125
96.963,20.26,0.4957673
96.963,20.265,0.4957644
96.963,20.27,0.4954957
96.963,20.275,0.4956416
96.963,20.28,0.4956169
96.963,20.285,0.4956758
96.963,20.29,0.4953316
96.963,20.295,0.4954602
96.963,20.3,0.4952439
96.963,20.305,0.4953098
96.963,20.31,0.4953744
96.963,20.315,0.4953411
96.963,20.32,0.4952489
96.963,20.325,0.495349
96.963,20.33,0.4952184
96.963,20.335,0.4953098
96.963,20.34,0.495241
96.963,20.345,0.4950019
96.963,20.35,0.4950829
96.963,20.355,0.4947624
96.963,20.36,0.4947709
96.963,20.365,0.4948539
96.963,20.37,0.4948205
96.963,20.375,0.494859
96.963,20.38,0.4949872
96.963,20.385,0.4946085
96.968,20.02,0.4954176
96.968,20.025,0.4955077
96.968,20.03,0.497253
96.968,20.035,0.497141
96.968,20.04,0.4973937
96.968,20.045,0.497536
96.968,20.05,0.4975154
96.968,20.055,0.497761
96.968,20.06,0.4975969
96.968,20.065,0.4973225
96.968,20.07,0.4973303
96.968,20.075,0.4972714
96.968,20.08,0.4971523
96.968,20.085,0.4973436
96.968,20.09,0.4973076
96.968,20.095,0.4973654
96.968,20.1,0.4970041
96.968,20.105,0.4970176
96.968,20.11,0.4967332
96.968,20.115,0.4970662
96.968,20.12,0.4970589
96.968,20.125,0.4970481
96.968,20.13,0.4970459
96.968,20.135,0.4970393
96.968,20.14,0.4967105
96.968,20.145,0.4971519
96.968,20.15,0.496819
96.968,20.155,0.4969566
96.968,20.16,0.4968898
96.968,20.165,0.4965812
96.968,20.17,0.4966027
96.968,20.175,0.4965601
96.968,20.18,0.4965765
96.968,20.185,0.4962857
96.968,20.19,0.4964318
96.968,20.195,0.4962465
96.968,20.2,0.4965398
96.968,20.205,0.4963655
96.968,20.21,0.4962552
96.968,20.215,0.4963256
96.968,20.22,0.4960533
96.968,20.225,0.496049
96.968,20.23,0.4961339
96.968,20.235,0.4962857
96.968,20.24,0.4960047
96.968,20.245,0.4959807
96.968,20.25,0.4958282
96.968,20.255,0.4959553
96.968,20.26,0.4958276
96.968,20.265,0.4958119
96.968,20.27,0.4955722
96.968,20.275,0.4957411
96.968,20.28,0.4956942
96.968,20.285,0.4957673
96.968,20.29,0.4955205
96.968,20.295,0.4955952
96.968,20.3,0.495373
96.968,20.305,0.4953853
96.968,20.31,0.4955894
96.968,20.315,0.4953955
96.968,20.32,0.4954112
96.968,20.325,0.4954219
96.968,20.33,0.4953432
96.968,20.335,0.4953098
96.968,20.34,0.4953829
96.968,20.345,0.4951007
96.968,20.35,0.4951715
96.968,20.355,0.4948957
96.968,20.36,0.4947914
96.968,20.365,0.4949517
96.968,20.37,0.4950042
96.968,20.375,0.4949548
96.968,20.38,0.4951552
96.968,20.385,0.494612
96.973,20.02,0.4954877
96.973,20.025,0.4955793
96.973,20.03,0.497436
96.973,20.035,0.4971821
96.973,20.04,0.4974764
96.973,20.045,0.4975969
96.973,20.05,0.497658
96.973,20.055,0.4977799
96.973,20.06,0.4976187
96.973,20.065,0.4974445
96.973,20.07,0.4975289
96.973,20.075,0.4973948
96.973,20.08,0.4972544
96.973,20.085,0.4974948
96.973,20.09,0.4974296
96.973,20.095,0.4973995
96.973,20.1,0.4971163
96.973,20.105,0.497092
96.973,20.11,0.4968005
96.973,20.115,0.497186
96.973,20.12,0.497131
96.973,20.125,0.4971197
96.973,20.13,0.4971814
96.973,20.135,0.4970346
96.973,20.14,0.4968842
96.973,20.145,0.4971771
96.973,20.15,0.4968956
96.973,20.155,0.4969362
96.973,20.16,0.4970878
96.973,20.165,0.4966722
96.973,20.17,0.4966987
96.973,20.175,0.4966545
96.973,20.18,0.4967013
96.973,20.185,0.4964559
96.973,20.19,0.4965431
96.973,20.195,0.4963906
96.973,20.2,0.4966327
96.973,20.205,0.4964594
96.973,20.21,0.4962942
96.973,20.215,0.4963772
96.973,20.22,0.4961477
96.973,20.225,0.4960332
96.973,20.23,0.4962192
96.973,20.235,0.4964193
96.973,20.24,0.4961119
96.973,20.245,0.4960481
96.973,20.25,0.4958282
96.973,20.255,0.4960587
96.973,20.26,0.4958637
96.973,20.265,0.495958
96.973,20.27,0.4956588
96.973,20.275,0.4958552
96.973,20.28,0.4957978
96.973,20.285,0.4958653
96.973,20.29,0.4956311
96.973,20.295,0.4957183
96.973,20.3,0.4955162
96.973,20.305,0.4954572
96.973,20.31,0.4956935
96.973,20.315,0.4955155
96.973,20.32,0.4954935
96.973,20.325,0.4953425
96.973,20.33,0.4954817
96.973,20.335,0.4952829
96.973,20.34,0.4953382
96.973,20.345,0.4951065
96.973,20.35,0.4952247
96.973,20.355,0.4950049
96.973,20.36,0.4948219
96.973,20.365,0.4950283
96.973,20.37,0.4951352
96.973,20.375,0.4951094
96.973,20.38,0.495329
96.973,20.385,0.4947134
96.978,20.02,0.4955538
96.978,20.025,0.4956949
96.978,20.03,0.4972673
96.978,20.035,0.4972388
96.978,20.04,0.4975168
96.978,20.045,0.4976565
96.978,20.05,0.4977424
96.978,20.055,0.4978984
96.978,20.06,0.4976028
96.978,20.065,0.4974835
96.978,20.07,0.4976062
96.978,20.075,0.4974225
96.978,20.08,0.4973296
96.978,20.085,0.4975345
96.978,20.09,0.4975104
96.978,20.095,0.497536
96.978,20.1,0.497348
96.978,20.105,0.497231
96.978,20.11,0.4969098
96.978,20.115,0.4972225
96.978,20.12,0.497149
96.978,20.125,0.4972027
96.978,20.13,0.4972993
96.978,20.135,0.4971119
96.978,20.14,0.4970885
96.978,20.145,0.4972397
96.978,20.15,0.496941
96.978,20.155,0.4969871
96.978,20.16,0.4971126
96.978,20.165,0.4968956
96.978,20.17,0.4967576
96.978,20.175,0.4967467
96.978,20.18,0.4968564
96.978,20.185,0.4965644
96.978,20.19,0.4966821
96.978,20.195,0.4965275
96.978,20.2,0.4966821
96.978,20.205,0.4964715
96.978,20.21,0.4963452
96.978,20.215,0.4963772
96.978,20.22,0.4962332
96.978,20.225,0.4961652
96.978,20.23,0.4963211
96.978,20.235,0.4964715
96.978,20.24,0.4962694
96.978,20.245,0.4961573
96.978,20.25,0.4959611
96.978,20.255,0.4960112
96.978,20.26,0.4960169
96.978,20.265,0.4960591
96.978,20.27,0.4957999
96.978,20.275,0.4959502
96.978,20.28,0.4958949
96.978,20.285,0.4959502
96.978,20.29,0.4957709
96.978,20.295,0.4958036
96.978,20.3,0.4956056
96.978,20.305,0.4956351
96.978,20.31,0.4958013
96.978,20.315,0.4955625
96.978,20.32,0.4955864
96.978,20.325,0.4955155
96.978,20.33,0.495564
96.978,20.335,0.4953708
96.978,20.34,0.4952968
96.978,20.345,0.4952489
96.978,20.35,0.4952525
96.978,20.355,0.4951378
96.978,20.36,0.4950475
96.978,20.365,0.4951106
96.978,20.37,0.4952779
96.978,20.375,0.4952382
96.978,20.38,0.4954318
96.978,20.385,0.4948687
96.983,20.02,0.4956141
96.983,20.025,0.4957869
96.983,20.03,0.4973083
96.983,20.035,0.4973588
96.983,20.04,0.4976182
96.983,20.045,0.4976768
96.983,20.05,0.4978104
96.983,20.055,0.4979019
96.983,20.06,0.4976892
96.983,20.065,0.4976928
96.983,20.07,0.4977385
96.983,20.075,0.4975651
96.983,20.08,0.4974409
96.983,20.085,0.4976473
96.983,20.09,0.4975814
96.983,20.095,0.4976275
96.983,20.1,0.4973502
96.983,20.105,0.4973181
96.983,20.11,0.4970568
96.983,20.115,0.4972448
96.983,20.12,0.497236
96.983,20.125,0.497353
96.983,20.13,0.4974119
96.983,20.135,0.4972557
96.983,20.14,0.4972151
96.983,20.145,0.4973509
96.983,20.15,0.4970481
96.983,20.155,0.497097
96.983,20.16,0.4972442
96.983,20.165,0.4969072
96.983,20.17,0.4968771
96.983,20.175,0.4969197
96.983,20.18,0.4969864
96.983,20.185,0.4966821
96.983,20.19,0.4967126
96.983,20.195,0.4965253
96.983,20.2,0.4967544
96.983,20.205,0.496656
96.983,20.21,0.4964197
96.983,20.215,0.4964417
96.983,20.22,0.4963417
96.983,20.225,0.4962639
96.983,20.23,0.4964545
96.983,20.235,0.4966393
96.983,20.24,0.4963502
96.983,20.245,0.4962203
96.983,20.25,0.4960257
96.983,20.255,0.4960316
96.983,20.26,0.4961339
96.983,20.265,0.4961942
96.983,20.27,0.4958971
96.983,20.275,0.496033
96.983,20.28,0.4960847
96.983,20.285,0.495964
96.983,20.29,0.4958708
96.983,20.295,0.4959074
96.983,20.3,0.4957285
96.983,20.305,0.4957201
96.983,20.31,0.495903
96.983,20.315,0.4956758
96.983,20.32,0.4957167
96.983,20.325,0.4955698
96.983,20.33,0.495646
96.983,20.335,0.4954137
96.983,20.34,0.4953637
96.983,20.345,0.4953316
96.983,20.35,0.4952786
96.983,20.355,0.4952793
96.983,20.36,0.4951671
96.983,20.365,0.4952474
96.983,20.37,0.4953503
96.983,20.375,0.4953694
96.983,20.38,0.495446
96.983,20.385,0.4949207
96.988,20.02,0.4956935
96.988,20.025,0.4959431
96.988,20.03,0.4974611
96.988,20.035,0.4974278
96.988,20.04,0.4976899
96.988,20.045,0.4978111
96.988,20.05,0.4979303
96.988,20.055,0.4979551
96.988,20.06,0.497882
96.988,20.065,0.4977189
96.988,20.07,0.4978097
96.988,20.075,0.4976991
96.988,20.08,0.4975757
96.988,20.085,0.497792
96.988,20.09,0.497592
96.988,20.095,0.4977608
96.988,20.1,0.4974771
96.988,20.105,0.4974069
96.988,20.11,0.4971644
96.988,20.115,0.497292
96.988,20.12,0.497353
96.988,20.125,0.497475
96.988,20.13,0.4975782
96.988,20.135,0.4973622
96.988,20.14,0.497292
96.988,20.145,0.4974828
96.988,20.15,0.497073
96.988,20.155,0.4971899
96.988,20.16,0.4973147
96.988,20.165,0.4970778
96.988,20.17,0.4969566
96.988,20.175,0.4969644
96.988,20.18,0.4970672
96.988,20.185,0.4967389
96.988,20.19,0.4968013
96.988,20.195,0.4966374
96.988,20.2,0.4967155
96.988,20.205,0.4967656
96.988,20.21,0.4964162
96.988,20.215,0.4965346
96.988,20.22,0.4963928
96.988,20.225,0.4964311
96.988,20.23,0.4966013
96.988,20.235,0.4966743
96.988,20.24,0.4964686
96.988,20.245,0.4963358
96.988,20.25,0.4961275
96.988,20.255,0.4962296
96.988,20.26,0.4962654
96.988,20.265,0.4961942
96.988,20.27,0.4960261
96.988,20.275,0.4961155
96.988,20.28,0.4961772
96.988,20.285,0.4960417
96.988,20.29,0.4959502
96.988,20.295,0.4959736
96.988,20.3,0.495885
96.988,20.305,0.4958141
96.988,20.31,0.4959502
96.988,20.315,0.4957063
96.988,20.32,0.495868
96.988,20.325,0.4956511
96.988,20.33,0.4957063
96.988,20.335,0.4954886
96.988,20.34,0.495346
96.988,20.345,0.4955198
96.988,20.35,0.4953645
96.988,20.355,0.4953708
96.988,20.36,0.4954588
96.988,20.365,0.4953347
96.988,20.37,0.4955006
96.988,20.375,0.4954801
