x,y,z
97.058,20.04,0.4986274
97.058,20.045,0.4992437
97.058,20.05,0.4992621
97.058,20.055,0.4993962
97.058,20.06,0.4989159
97.058,20.065,0.4990777
97.058,20.07,0.4989664
97.058,20.075,0.4989387
97.058,20.08,0.4991176
97.058,20.085,0.4991522
97.058,20.09,0.4991912
97.058,20.095,0.498921
97.058,20.1,0.4987613
97.058,20.105,0.498823
97.058,20.11,0.4984735
97.058,20.115,0.4987558
97.058,20.12,0.4988625
97.058,20.125,0.4987919
97.058,20.13,0.4986061
97.058,20.135,0.4985423
97.058,20.14,0.4984578
97.058,20.145,0.4985285
97.058,20.15,0.4982104
97.058,20.155,0.4985622
97.058,20.16,0.4984551
97.058,20.165,0.4982983
97.058,20.17,0.4982444
97.058,20.175,0.4982182
97.058,20.18,0.4981835
97.058,20.185,0.4979969
97.058,20.19,0.4980239
97.058,20.195,0.4979754
97.058,20.2,0.4980849
97.058,20.205,0.4979487
97.058,20.21,0.4978728
97.058,20.215,0.4976927
97.058,20.22,0.4979019
97.058,20.225,0.4976829
97.058,20.23,0.4976537
97.058,20.235,0.4979501
97.058,20.24,0.4977598
97.058,20.245,0.4975429
97.058,20.25,0.4977147
97.058,20.255,0.4974771
97.058,20.26,0.4974615
97.058,20.265,0.4976154
97.058,20.27,0.4974474
97.058,20.275,0.497326
97.058,20.28,0.4973592
97.058,20.285,0.4972366
97.058,20.29,0.4972332
97.058,20.295,0.497299
97.058,20.3,0.4971395
97.058,20.305,0.4969261
97.058,20.31,0.4972892
97.058,20.315,0.4970037
97.058,20.32,0.4971402
97.058,20.325,0.4967126
97.058,20.33,0.4970807
97.058,20.335,0.4967362
97.058,20.34,0.4969871
97.058,20.345,0.4967126
97.058,20.35,0.4969261
97.058,20.355,0.4966594
97.058,20.36,0.4966987
97.058,20.365,0.4967819
97.058,20.37,0.4966502
97.058,20.375,0.4966918
97.058,20.38,0.4969261
97.058,20.385,0.4965743
97.063,20.02,0.4973027
97.063,20.025,0.4975686
97.063,20.03,0.499204
97.063,20.035,0.4989579
97.063,20.04,0.4987572
97.063,20.045,0.4993352
97.063,20.05,0.499404
97.063,20.055,0.4994827
97.063,20.06,0.4989859
97.063,20.065,0.4992118
97.063,20.07,0.499099
97.063,20.075,0.4990302
97.063,20.08,0.499104
97.063,20.085,0.4992437
97.063,20.09,0.4994323
97.063,20.095,0.499077
97.063,20.1,0.4989536
97.063,20.105,0.4988175
97.063,20.11,0.4986629
97.063,20.115,0.4988472
97.063,20.12,0.4988636
97.063,20.125,0.4988465
97.063,20.13,0.4987075
97.063,20.135,0.4986643
97.063,20.14,0.4985797
97.063,20.145,0.4986387
97.063,20.15,0.4982983
97.063,20.155,0.498643
97.063,20.16,0.4984203
97.063,20.165,0.4983122
97.063,20.17,0.4983692
97.063,20.175,0.4983441
97.063,20.18,0.4982501
97.063,20.185,0.4980849
97.063,20.19,0.4981757
97.063,20.195,0.4980863
97.063,20.2,0.498044
97.063,20.205,0.4979494
97.063,20.21,0.4979664
97.063,20.215,0.4977938
97.063,20.22,0.4980296
97.063,20.225,0.4977799
97.063,20.23,0.4977356
97.063,20.235,0.4978998
97.063,20.24,0.4979629
97.063,20.245,0.497653
97.063,20.25,0.4977636
97.063,20.255,0.497609
97.063,20.26,0.4976565
97.063,20.265,0.4977189
97.063,20.27,0.4975594
97.063,20.275,0.4974509
97.063,20.28,0.4974556
97.063,20.285,0.4974324
97.063,20.29,0.4973364
97.063,20.295,0.4974303
97.063,20.3,0.4972463
97.063,20.305,0.4971211
97.063,20.31,0.4972865
97.063,20.315,0.4971873
97.063,20.32,0.4972809
97.063,20.325,0.4968346
97.063,20.33,0.4972062
97.063,20.335,0.49689
97.063,20.34,0.4969122
97.063,20.345,0.4968498
97.063,20.35,0.4969143
97.063,20.355,0.4966689
97.063,20.36,0.4967909
97.063,20.365,0.4968424
97.063,20.37,0.4967708
97.063,20.375,0.4967875
97.063,20.38,0.4970598
97.063,20.385,0.4966904
97.068,20.02,0.4973119
97.068,20.025,0.4975103
97.068,20.03,0.4993047
97.068,20.035,0.4990607
97.068,20.04,0.4989069
97.068,20.045,0.4994026
97.068,20.05,0.4995791
97.068,20.055,0.4995847
97.068,20.06,0.4990815
97.068,20.065,0.4993587
97.068,20.07,0.4992089
97.068,20.075,0.499148
97.068,20.08,0.4991966
97.068,20.085,0.499326
97.068,20.09,0.4995708
97.068,20.095,0.4992089
97.068,20.1,0.4990714
97.068,20.105,0.4989325
97.068,20.11,0.4988195
97.068,20.115,0.4989026
97.068,20.12,0.4989083
97.068,20.125,0.4989387
97.068,20.13,0.4988084
97.068,20.135,0.4987308
97.068,20.14,0.4987678
97.068,20.145,0.4988026
97.068,20.15,0.4984127
97.068,20.155,0.4986948
97.068,20.16,0.4986813
97.068,20.165,0.4985203
97.068,20.17,0.4984785
97.068,20.175,0.4984023
97.068,20.18,0.4983566
97.068,20.185,0.4983275
97.068,20.19,0.4983177
97.068,20.195,0.4981969
97.068,20.2,0.4981459
97.068,20.205,0.4980946
97.068,20.21,0.4981376
97.068,20.215,0.4978806
97.068,20.22,0.4981366
97.068,20.225,0.4978853
97.068,20.23,0.4978617
97.068,20.235,0.4981565
97.068,20.24,0.4980149
97.068,20.245,0.4977792
97.068,20.25,0.4979095
97.068,20.255,0.4977239
97.068,20.26,0.4978742
97.068,20.265,0.4978077
97.068,20.27,0.4977106
97.068,20.275,0.4976161
97.068,20.28,0.4976476
97.068,20.285,0.497536
97.068,20.29,0.4974479
97.068,20.295,0.4975565
97.068,20.3,0.4973097
97.068,20.305,0.4972338
97.068,20.31,0.4974174
97.068,20.315,0.4972878
97.068,20.32,0.4973225
97.068,20.325,0.4969261
97.068,20.33,0.497292
97.068,20.335,0.4969878
97.068,20.34,0.4969871
97.068,20.345,0.4969204
97.068,20.35,0.4970078
97.068,20.355,0.4967693
97.068,20.36,0.4969482
97.068,20.365,0.4969767
97.068,20.37,0.496933
97.068,20.375,0.4968956
97.068,20.38,0.4971506
97.068,20.385,0.4968554
97.073,20.02,0.4974112
97.073,20.025,0.4975402
97.073,20.03,0.4993622
97.073,20.035,0.4991409
97.073,20.04,0.4990053
97.073,20.045,0.4994537
97.073,20.05,0.499708
97.073,20.055,0.4996373
97.073,20.06,0.4991267
97.073,20.065,0.4994919
97.073,20.07,0.4992603
97.073,20.075,0.4992174
97.073,20.08,0.4992494
97.073,20.085,0.4995181
97.073,20.09,0.499638
97.073,20.095,0.4993047
97.073,20.1,0.499243
97.073,20.105,0.4990331
97.073,20.11,0.4989103
97.073,20.115,0.4989429
97.073,20.12,0.4989558
97.073,20.125,0.4990267
97.073,20.13,0.4989997
97.073,20.135,0.4988884
97.073,20.14,0.4989083
97.073,20.145,0.4988535
97.073,20.15,0.498516
97.073,20.155,0.4987395
97.073,20.16,0.4989678
97.073,20.165,0.4986742
97.073,20.17,0.4985742
97.073,20.175,0.4985537
97.073,20.18,0.4984841
97.073,20.185,0.4984688
97.073,20.19,0.4984161
97.073,20.195,0.4982373
97.073,20.2,0.498326
97.073,20.205,0.4981607
97.073,20.21,0.4981757
97.073,20.215,0.4979657
97.073,20.22,0.4982381
97.073,20.225,0.4980274
97.073,20.23,0.4980225
97.073,20.235,0.4982415
97.073,20.24,0.4980856
97.073,20.245,0.4979062
97.073,20.25,0.4980253
97.073,20.255,0.4978721
97.073,20.26,0.4979934
97.073,20.265,0.4979158
97.073,20.27,0.4976913
97.073,20.275,0.4977381
97.073,20.28,0.4978388
97.073,20.285,0.4976034
97.073,20.29,0.4975969
97.073,20.295,0.4976402
97.073,20.3,0.4974197
97.073,20.305,0.4974334
97.073,20.31,0.497414
97.073,20.315,0.4974445
97.073,20.32,0.4973821
97.073,20.325,0.4970314
97.073,20.33,0.4973516
97.073,20.335,0.4970885
97.073,20.34,0.4970869
97.073,20.345,0.4969974
97.073,20.35,0.4971977
97.073,20.355,0.4969566
97.073,20.36,0.4971146
97.073,20.365,0.4971277
97.073,20.37,0.4970106
97.073,20.375,0.4970083
97.073,20.38,0.497292
97.073,20.385,0.4969843
97.078,20.02,0.4975133
97.078,20.025,0.4976445
97.078,20.03,0.4995543
97.078,20.035,0.4991969
97.078,20.04,0.4992444
97.078,20.045,0.4995848
97.078,20.05,0.4999509
97.078,20.055,0.4995854
97.078,20.06,0.4992118
97.078,20.065,0.4995348
97.078,20.07,0.4993536
97.078,20.075,0.499435
97.078,20.08,0.4993763
97.078,20.085,0.4996581
97.078,20.09,0.4997621
97.078,20.095,0.4994183
97.078,20.1,0.4993217
97.078,20.105,0.4991286
97.078,20.11,0.4990189
97.078,20.115,0.4990565
97.078,20.12,0.4990136
97.078,20.125,0.4990857
97.078,20.13,0.4990501
97.078,20.135,0.4989214
97.078,20.14,0.4989679
97.078,20.145,0.4989235
97.078,20.15,0.4986546
97.078,20.155,0.4988306
97.078,20.16,0.4990692
97.078,20.165,0.4987835
97.078,20.17,0.4987049
97.078,20.175,0.4986463
97.078,20.18,0.4986139
97.078,20.185,0.4985423
97.078,20.19,0.4984345
97.078,20.195,0.4982508
97.078,20.2,0.4983316
97.078,20.205,0.4982824
97.078,20.21,0.4982849
97.078,20.215,0.4980785
97.078,20.22,0.4983288
97.078,20.225,0.4981764
97.078,20.23,0.4981008
97.078,20.235,0.4982239
97.078,20.24,0.4981972
97.078,20.245,0.4980452
97.078,20.25,0.4980962
97.078,20.255,0.4979324
97.078,20.26,0.4980974
97.078,20.265,0.4980544
97.078,20.27,0.4978516
97.078,20.275,0.497887
97.078,20.28,0.4979019
97.078,20.285,0.4976898
97.078,20.29,0.4977494
97.078,20.295,0.4977629
97.078,20.3,0.4975665
97.078,20.305,0.4975239
97.078,20.31,0.4975171
97.078,20.315,0.4974909
97.078,20.32,0.4973913
97.078,20.325,0.4971298
97.078,20.33,0.4973395
97.078,20.335,0.4971778
97.078,20.34,0.4972192
97.078,20.345,0.497116
97.078,20.35,0.4972481
97.078,20.355,0.4969982
97.078,20.36,0.4972452
97.078,20.365,0.4973225
97.078,20.37,0.4971218
97.078,20.375,0.497186
97.078,20.38,0.4973218
97.078,20.385,0.4970764
97.083,20.02,0.4976136
97.083,20.025,0.4977509
97.083,20.03,0.4996337
97.083,20.035,0.4993479
97.083,20.04,0.4994807
97.083,20.045,0.4997628
97.083,20.05,0.4998841
97.083,20.055,0.4997018
97.083,20.06,0.4993518
97.083,20.065,0.4997557
97.083,20.07,0.4995132
97.083,20.075,0.4995898
97.083,20.08,0.499568
97.083,20.085,0.4997869
97.083,20.09,0.4997621
97.083,20.095,0.499572
97.083,20.1,0.4994621
97.083,20.105,0.4991302
97.083,20.11,0.4991425
97.083,20.115,0.4991522
97.083,20.12,0.4991272
97.083,20.125,0.4991962
97.083,20.13,0.4991416
97.083,20.135,0.4990295
97.083,20.14,0.4990794
97.083,20.145,0.4989873
97.083,20.15,0.4988061
97.083,20.155,0.4989083
97.083,20.16,0.4992305
97.083,20.165,0.498887
97.083,20.17,0.4987969
97.083,20.175,0.4988288
97.083,20.18,0.4986643
97.083,20.185,0.4986615
97.083,20.19,0.4985728
97.083,20.195,0.4982451
97.083,20.2,0.498403
97.083,20.205,0.4984012
97.083,20.21,0.4984037
97.083,20.215,0.4981593
97.083,20.22,0.4984342
97.083,20.225,0.4982671
97.083,20.23,0.4982609
97.083,20.235,0.4982515
97.083,20.24,0.4983954
97.083,20.245,0.4981969
97.083,20.25,0.4981579
97.083,20.255,0.4980728
97.083,20.26,0.4981459
97.083,20.265,0.4982069
97.083,20.27,0.4980447
97.083,20.275,0.4979629
97.083,20.28,0.4979934
97.083,20.285,0.4978054
97.083,20.29,0.4978714
97.083,20.295,0.4978785
97.083,20.3,0.4976799
97.083,20.305,0.4977409
97.083,20.31,0.4975757
97.083,20.315,0.497536
97.083,20.32,0.497492
97.083,20.325,0.4972048
97.083,20.33,0.4974757
97.083,20.335,0.4972269
97.083,20.34,0.4974611
97.083,20.345,0.4972835
97.083,20.35,0.4973409
97.083,20.355,0.4971777
97.083,20.36,0.4972615
97.083,20.365,0.4974693
97.083,20.37,0.4972005
97.083,20.375,0.4973055
97.083,20.38,0.4972842
97.083,20.385,0.4972684
97.088,20.02,0.4977141
97.088,20.025,0.4978797
97.088,20.03,0.4995486
97.088,20.035,0.4994642
97.088,20.04,0.499499
97.088,20.045,0.4998784
97.088,20.05,0.4999645
97.088,20.055,0.4997876
97.088,20.06,0.4995224
97.088,20.065,0.4999451
97.088,20.07,0.4996193
97.088,20.075,0.4997302
97.088,20.08,0.4997273
97.088,20.085,0.4999672
97.088,20.09,0.4999146
97.088,20.095,0.4997032
97.088,20.1,0.4996025
97.088,20.105,0.4992118
97.088,20.11,0.4992444
97.088,20.115,0.4993047
97.088,20.12,0.4993089
97.088,20.125,0.4993657
97.088,20.13,0.4991827
97.088,20.135,0.4991522
97.088,20.14,0.4992075
97.088,20.145,0.4990338
97.088,20.15,0.4989685
97.088,20.155,0.4989692
97.088,20.16,0.4992706
97.088,20.165,0.4990019
97.088,20.17,0.4989373
97.088,20.175,0.4988777
97.088,20.18,0.4986948
97.088,20.185,0.4987696
97.088,20.19,0.4986841
97.088,20.195,0.4984572
97.088,20.2,0.498455
97.088,20.205,0.4984841
97.088,20.21,0.4984487
97.088,20.215,0.4982707
97.088,20.22,0.4984487
97.088,20.225,0.4984217
97.088,20.23,0.4984146
97.088,20.235,0.4983068
97.088,20.24,0.498448
97.088,20.245,0.4983281
97.088,20.25,0.4982373
97.088,20.255,0.4981444
97.088,20.26,0.498209
97.088,20.265,0.4983026
97.088,20.27,0.4981459
97.088,20.275,0.4980324
97.088,20.28,0.4980204
97.088,20.285,0.4978714
97.088,20.29,0.4980488
97.088,20.295,0.4979891
97.088,20.3,0.4977501
97.088,20.305,0.4978948
97.088,20.31,0.4976884
97.088,20.315,0.497658
97.088,20.32,0.4975665
97.088,20.325,0.4974431
97.088,20.33,0.4975601
97.088,20.335,0.4973764
97.088,20.34,0.4975721
97.088,20.345,0.4973856
97.088,20.35,0.4973807
97.088,20.355,0.4972019
97.088,20.36,0.4974835
97.088,20.365,0.497631
97.088,20.37,0.4973792
97.088,20.375,0.497287
97.088,20.38,0.4973466
97.088,20.385,0.4974154
97.093,20.02,0.4978215
97.093,20.025,0.4979742
97.093,20.03,0.4998425
97.093,20.035,0.4995806
97.093,20.04,0.4996252
97.093,20.045,0.4999897
97.093,20.05,0.5000791
97.093,20.055,0.4998926
97.093,20.06,0.4995912
97.093,20.065,0.4999543
97.093,20.07,0.4997316
97.093,20.075,0.4998841
97.093,20.08,0.4998571
97.093,20.085,0.4999593
97.093,20.09,0.4999451
97.093,20.095,0.4997742
97.093,20.1,0.4997075
97.093,20.105,0.4992756
97.093,20.11,0.4994047
97.093,20.115,0.4993657
97.093,20.12,0.499438
97.093,20.125,0.4995084
97.093,20.13,0.4992825
97.093,20.135,0.499265
97.093,20.14,0.4992818
97.093,20.145,0.4991345
97.093,20.15,0.4990247
97.093,20.155,0.4989395
97.093,20.16,0.4994169
97.093,20.165,0.4991033
97.093,20.17,0.4989637
97.093,20.175,0.4990196
97.093,20.18,0.498777
97.093,20.185,0.4988657
97.093,20.19,0.498789
97.093,20.195,0.4987097
97.093,20.2,0.4986456
97.093,20.205,0.4985853
97.093,20.21,0.498577
97.093,20.215,0.4983515
97.093,20.22,0.4984813
97.093,20.225,0.4985636
97.093,20.23,0.498457
97.093,20.235,0.4984203
97.093,20.24,0.4984813
97.093,20.245,0.4984083
97.093,20.25,0.4983168
97.093,20.255,0.4982863
97.093,20.26,0.4982693
97.093,20.265,0.4983799
97.093,20.27,0.4982771
97.093,20.275,0.4980821
97.093,20.28,0.4981388
97.093,20.285,0.4979608
97.093,20.29,0.4981514
97.093,20.295,0.4979865
97.093,20.3,0.4978631
97.093,20.305,0.4979934
97.093,20.31,0.4977113
97.093,20.315,0.4977062
97.093,20.32,0.4976643
97.093,20.325,0.4976211
97.093,20.33,0.4975845
97.093,20.335,0.497526
97.093,20.34,0.4976417
97.093,20.345,0.4975873
97.093,20.35,0.497414
97.093,20.355,0.4973027
97.093,20.36,0.4976048
97.093,20.365,0.4977016
97.093,20.37,0.497465
97.093,20.375,0.4974306
97.093,20.38,0.4974445
97.093,20.385,0.4975304
97.098,20.02,0.4978863
97.098,20.025,0.4981154
97.098,20.03,0.4997571
97.098,20.035,0.499721
97.098,20.04,0.4997373
97.098,20.045,0.500128
97.098,20.05,0.5000911
97.098,20.055,0.4999395
97.098,20.06,0.4997096
97.098,20.065,0.4999686
97.098,20.07,0.4998471
97.098,20.075,0.4999805
97.098,20.08,0.5000004
97.098,20.085,0.5000671
97.098,20.09,0.5000061
97.098,20.095,0.4998841
97.098,20.1,0.4998536
97.098,20.105,0.4994156
97.098,20.11,0.4995603
97.098,20.115,0.4994059
97.098,20.12,0.4995278
97.098,20.125,0.4996096
97.098,20.13,0.4993706
97.098,20.135,0.4993345
97.098,20.14,0.4993217
97.098,20.145,0.4991522
97.098,20.15,0.4992054
97.098,20.155,0.4991217
97.098,20.16,0.4994876
97.098,20.165,0.4991522
97.098,20.17,0.4990237
97.098,20.175,0.4990912
97.098,20.18,0.4988285
97.098,20.185,0.4989436
97.098,20.19,0.4988317
97.098,20.195,0.4988075
97.098,20.2,0.4986643
97.098,20.205,0.4986998
97.098,20.21,0.4987395
97.098,20.215,0.4985021
97.098,20.22,0.4985659
97.098,20.225,0.4986742
97.098,20.23,0.4985423
97.098,20.235,0.4984707
97.098,20.24,0.4985049
97.098,20.245,0.4984882
97.098,20.25,0.498429
97.098,20.255,0.4984272
97.098,20.26,0.4983995
97.098,20.265,0.4983522
97.098,20.27,0.4984586
97.098,20.275,0.4981785
97.098,20.28,0.4982409
97.098,20.285,0.4980005
97.098,20.29,0.4981829
97.098,20.295,0.4980452
97.098,20.3,0.4979225
97.098,20.305,0.4980849
97.098,20.31,0.497753
97.098,20.315,0.4978139
97.098,20.32,0.4976906
97.098,20.325,0.4976108
97.098,20.33,0.4975197
97.098,20.335,0.4977587
97.098,20.34,0.4977608
97.098,20.345,0.4976473
97.098,20.35,0.4974466
97.098,20.355,0.4974133
97.098,20.36,0.4976729
97.098,20.365,0.4978558
97.098,20.37,0.4975048
97.098,20.375,0.4974979
97.098,20.38,0.49747
97.098,20.385,0.4976884
97.103,20.02,0.4980657
97.103,20.025,0.4982679
97.103,20.03,0.4996961
97.103,20.035,0.4997727
97.103,20.04,0.4998578
97.103,20.045,0.5002805
97.103,20.05,0.5001585
97.103,20.055,0.5000365
97.103,20.06,0.4998868
97.103,20.065,0.5000607
97.103,20.07,0.4998571
97.103,20.075,0.5000032
97.103,20.08,0.5000615
97.103,20.085,0.5000713
97.103,20.09,0.5000628
97.103,20.095,0.5000068
97.103,20.1,0.4999323
97.103,20.105,0.4994572
97.103,20.11,0.4995552
97.103,20.115,0.4995486
97.103,20.12,0.4996082
97.103,20.125,0.4996997
97.103,20.13,0.4994201
97.103,20.135,0.4993962
97.103,20.14,0.4994791
97.103,20.145,0.4992721
97.103,20.15,0.4994153
97.103,20.155,0.4992543
97.103,20.16,0.4994876
97.103,20.165,0.499304
97.103,20.17,0.4991196
97.103,20.175,0.4990927
97.103,20.18,0.4989345
97.103,20.185,0.4989803
97.103,20.19,0.4989032
97.103,20.195,0.4989387
97.103,20.2,0.4988112
97.103,20.205,0.4988472
97.103,20.21,0.4989012
97.103,20.215,0.4986948
97.103,20.22,0.4985763
97.103,20.225,0.4987558
97.103,20.23,0.4985728
97.103,20.235,0.4986324
97.103,20.24,0.4985728
97.103,20.245,0.4986884
97.103,20.25,0.4986019
97.103,20.255,0.4985743
97.103,20.26,0.4984806
97.103,20.265,0.4983927
97.103,20.27,0.4985409
97.103,20.275,0.4982707
97.103,20.28,0.4983288
97.103,20.285,0.4980906
97.103,20.29,0.4982352
97.103,20.295,0.4980856
97.103,20.3,0.4979934
97.103,20.305,0.4980934
97.103,20.31,0.4979459
97.103,20.315,0.497904
97.103,20.32,0.4978569
97.103,20.325,0.4977665
97.103,20.33,0.497575
97.103,20.335,0.4979189
97.103,20.34,0.4979075
97.103,20.345,0.4976572
97.103,20.35,0.4975623
97.103,20.355,0.4974445
97.103,20.36,0.4977452
97.103,20.365,0.4978799
97.103,20.37,0.4975565
97.103,20.375,0.4976211
97.103,20.38,0.497536
97.103,20.385,0.4976707
97.108,20.02,0.4981792
97.108,20.025,0.498387
97.108,20.03,0.4998231
97.108,20.035,0.4998536
97.108,20.04,0.4999562
97.108,20.045,0.500433
97.108,20.05,0.5002195
97.108,20.055,0.500106
97.108,20.06,0.5000167
97.108,20.065,0.500128
97.108,20.07,0.4998536
97.108,20.075,0.5000522
97.108,20.08,0.5000365
97.108,20.085,0.5000919
97.108,20.09,0.5001336
97.108,20.095,0.500128
97.108,20.1,0.4999805
97.108,20.105,0.4995061
97.108,20.11,0.4996782
97.108,20.115,0.4997011
97.108,20.12,0.4996706
97.108,20.125,0.4997096
97.108,20.13,0.4994196
97.108,20.135,0.4994238
97.108,20.14,0.499499
97.108,20.145,0.4993465
97.108,20.15,0.4994728
97.108,20.155,0.4993657
97.108,20.16,0.4995025
97.108,20.165,0.4993345
97.108,20.17,0.499221
97.108,20.175,0.4992302
97.108,20.18,0.4989692
97.108,20.185,0.4990004
97.108,20.19,0.4989083
97.108,20.195,0.4989898
97.108,20.2,0.4988948
97.108,20.205,0.4989997
97.108,20.21,0.4989146
97.108,20.215,0.4988574
97.108,20.22,0.4986948
97.108,20.225,0.498796
97.108,20.23,0.4986643
97.108,20.235,0.4986331
97.108,20.24,0.4986861
97.108,20.245,0.4987487
97.108,20.25,0.4987343
97.108,20.255,0.4987409
97.108,20.26,0.498582
97.108,20.265,0.498487
97.108,20.27,0.4985849
97.108,20.275,0.498365
97.108,20.28,0.4983537
97.108,20.285,0.4981714
97.108,20.29,0.4982762
97.108,20.295,0.4981672
97.108,20.3,0.4980033
97.108,20.305,0.4982352
97.108,20.31,0.4979629
97.108,20.315,0.4980133
97.108,20.32,0.4978257
97.108,20.325,0.4978941
97.108,20.33,0.4976192
97.108,20.335,0.4981005
97.108,20.34,0.498078
97.108,20.345,0.4978035
97.108,20.35,0.4977913
97.108,20.355,0.4975665
97.108,20.36,0.4977991
97.108,20.365,0.4979677
97.108,20.37,0.4975764
97.108,20.375,0.4975969
97.108,20.38,0.497604
97.108,20.385,0.4977106
97.113,20.02,0.4982629
97.113,20.025,0.4986799
97.113,20.03,0.5000004
97.113,20.035,0.4999117
97.113,20.04,0.5000493
97.113,20.045,0.5004848
97.113,20.05,0.5003203
97.113,20.055,0.5002875
97.113,20.06,0.5000883
97.113,20.065,0.5002266
97.113,20.07,0.4999373
97.113,20.075,0.5001805
97.113,20.08,0.5001458
97.113,20.085,0.500189
97.113,20.09,0.5002493
97.113,20.095,0.5002396
97.113,20.1,0.5000663
97.113,20.105,0.4996096
97.113,20.11,0.4997482
97.113,20.115,0.4997926
97.113,20.12,0.499782
97.113,20.125,0.4997869
97.113,20.13,0.4994876
97.113,20.135,0.4995033
97.113,20.14,0.4994898
97.113,20.145,0.4993962
97.113,20.15,0.4995997
97.113,20.155,0.4994947
97.113,20.16,0.499626
97.113,20.165,0.499465
97.113,20.17,0.4992742
97.113,20.175,0.4993227
97.113,20.18,0.4990735
97.113,20.185,0.4990912
97.113,20.19,0.4989803
97.113,20.195,0.4990898
97.113,20.2,0.4990139
97.113,20.205,0.4990607
97.113,20.21,0.4990465
97.113,20.215,0.4990004
97.113,20.22,0.4987799
97.113,20.225,0.4988472
97.113,20.23,0.4987558
97.113,20.235,0.4987529
97.113,20.24,0.498804
97.113,20.245,0.4988654
97.113,20.25,0.4988047
97.113,20.255,0.4988231
97.113,20.26,0.4987175
97.113,20.265,0.4985643
97.113,20.27,0.4985537
97.113,20.275,0.4984033
97.113,20.28,0.498331
97.113,20.285,0.4982983
97.113,20.29,0.4983643
97.113,20.295,0.4981969
97.113,20.3,0.4979643
97.113,20.305,0.498292
97.113,20.31,0.4980423
97.113,20.315,0.4980849
97.113,20.32,0.4978714
97.113,20.325,0.498026
97.113,20.33,0.4977636
97.113,20.335,0.4984314
97.113,20.34,0.4981459
97.113,20.345,0.4978594
97.113,20.35,0.4979019
97.113,20.355,0.4975595
97.113,20.36,0.4978017
97.113,20.365,0.4980054
97.113,20.37,0.4977189
97.113,20.375,0.4976524
97.113,20.38,0.4977239
97.113,20.385,0.4978146
97.118,20.02,0.4983898
97.118,20.025,0.4989283
97.118,20.03,0.5001694
97.118,20.035,0.4999947
97.118,20.04,0.5001316
97.118,20.045,0.5005854
97.118,20.05,0.5003996
97.118,20.055,0.5004635
97.118,20.06,0.5001585
97.118,20.065,0.5002536
97.118,20.07,0.5000642
97.118,20.075,0.5002611
97.118,20.08,0.5002443
97.118,20.085,0.50025
97.118,20.09,0.5003607
97.118,20.095,0.5003096
97.118,20.1,0.5001131
97.118,20.105,0.4996983
97.118,20.11,0.4998463
97.118,20.115,0.4999146
97.118,20.12,0.4998841
97.118,20.125,0.4998515
97.118,20.13,0.4996096
97.118,20.135,0.4996068
97.118,20.14,0.4995791
97.118,20.145,0.4995181
97.118,20.15,0.4996976
97.118,20.155,0.4995181
97.118,20.16,0.4996862
97.118,20.165,0.4995181
97.118,20.17,0.49936
97.118,20.175,0.4994735
97.118,20.18,0.4992089
97.118,20.185,0.4991933
97.118,20.19,0.4991326
97.118,20.195,0.4991799
97.118,20.2,0.4991699
97.118,20.205,0.4989997
97.118,20.21,0.4992306
97.118,20.215,0.4990302
97.118,20.22,0.4988742
97.118,20.225,0.4989359
97.118,20.23,0.4988777
97.118,20.235,0.4987558
97.118,20.24,0.4988777
97.118,20.245,0.498875
97.118,20.25,0.4988763
97.118,20.255,0.4988756
97.118,20.26,0.498755
97.118,20.265,0.4986976
97.118,20.27,0.4985721
97.118,20.275,0.4984203
97.118,20.28,0.4983934
97.118,20.285,0.4984508
97.118,20.29,0.4984748
97.118,20.295,0.4983593
97.118,20.3,0.4980544
97.118,20.305,0.4983288
97.118,20.31,0.4980849
97.118,20.315,0.4982069
97.118,20.32,0.4979281
97.118,20.325,0.49806
97.118,20.33,0.4978792
97.118,20.335,0.4983636
97.118,20.34,0.4983281
97.118,20.345,0.4979586
97.118,20.35,0.4979884
97.118,20.355,0.4976545
97.118,20.36,0.4979019
97.118,20.365,0.4980232
97.118,20.37,0.4977799
97.118,20.375,0.4976587
97.118,20.38,0.4978296
97.118,20.385,0.4978913
97.123,20.02,0.4984834
97.123,20.025,0.4989047
97.123,20.03,0.5003117
97.123,20.035,0.5000663
97.123,20.04,0.5001855
97.123,20.045,0.5006776
97.123,20.05,0.500433
97.123,20.055,0.5005592
97.123,20.06,0.5001694
97.123,20.065,0.5003174
97.123,20.07,0.500084
97.123,20.075,0.5002862
97.123,20.08,0.5002645
97.123,20.085,0.5003302
97.123,20.09,0.5003517
97.123,20.095,0.5003209
97.123,20.1,0.5001337
97.123,20.105,0.4997897
97.123,20.11,0.4998913
97.123,20.115,0.5000451
97.123,20.12,0.4999664
97.123,20.125,0.4999302
97.123,20.13,0.4997167
97.123,20.135,0.4997181
97.123,20.14,0.4996018
97.123,20.145,0.4996004
97.123,20.15,0.4997926
97.123,20.155,0.4996337
97.123,20.16,0.4997671
97.123,20.165,0.4995051
97.123,20.17,0.4994954
97.123,20.175,0.4994969
97.123,20.18,0.4993579
97.123,20.185,0.4992884
97.123,20.19,0.4992698
97.123,20.195,0.4992253
97.123,20.2,0.4993118
97.123,20.205,0.4990501
97.123,20.21,0.4993174
97.123,20.215,0.4991827
97.123,20.22,0.4989387
97.123,20.225,0.4989969
97.123,20.23,0.49887
97.123,20.235,0.4989664
97.123,20.24,0.4989614
97.123,20.245,0.4989543
97.123,20.25,0.498999
97.123,20.255,0.4989778
